track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,2nd,1 1/2 l,8,11-4,89,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,1st,N/A,7,11-8p1,93,True,176,21
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,A Law Of Her Own (IRE),S F O'Keeffe,0,Peter Fahey,3rd,1 l,8,11-2v,125,True,176,22
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,Justabitofyours (IRE),J G Gilligan,5,P J Gilligan,2nd,1 3/4 l,5,10-11,-,True,176,22
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,Je T'ai Porte (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,7,11-2h,130,True,176,22
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,A Law Of Her Own (IRE),S F O'Keeffe,0,Peter Fahey,3rd,1 l,8,11-2v,125,True,176,22
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,Justabitofyours (IRE),J G Gilligan,5,P J Gilligan,2nd,1 3/4 l,5,10-11,-,True,176,22
Limerick Racing Results | 22nd May 2025 17:38,N/A,17:38,Good (Good To Firm In Places),2m 3f 176y,Je T'ai Porte (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,7,11-2h,130,True,176,22
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,5th,12 l,7,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Minella Sergeant (IRE),J G Gilligan,5,P J Gilligan,4th,9 l,6,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Ambitious Fellow (IRE),J Coen,3,Peter Fahey,3rd,9 l,9,11-12p,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Jigoro (FR),Sam Ewing,0,G Elliott,2nd,10 l,6,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Intellotto (IRE),J J Slevin,0,J P O'Brien,1st,N/A,5,11-12t,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,5th,12 l,7,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Minella Sergeant (IRE),J G Gilligan,5,P J Gilligan,4th,9 l,6,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Ambitious Fellow (IRE),J Coen,3,Peter Fahey,3rd,9 l,9,11-12p,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Jigoro (FR),Sam Ewing,0,G Elliott,2nd,10 l,6,11-12,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:08,N/A,18:08,Good (Good To Firm In Places),2m 3f 176y,Intellotto (IRE),J J Slevin,0,J P O'Brien,1st,N/A,5,11-12t,-,True,176,23
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,I A Connect (IRE),Miss T Quail,7,Miss E McCutcheon,PU,N/A,10,11-13t,111,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Gustavo Goodway (IRE),T Power Roche,5,P J Rothwell,PU,N/A,7,10-6b,90,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,West Clare (IRE),P T Enright,0,B McMahon,F,N/A,8,10-12,96,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Ahead Of The Posse (IRE),K M Donoghue,0,G P Cromwell,4th,33 l,8,11-11tp,109,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,U Asking Me (IRE),S O'Callaghan,5,E Doyle,3rd,9 1/2 l,8,10-5t,89,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Garde La Peche (FR),D J O'Keeffe,0,H De Bromhead,2nd,1 1/2 l,7,11-10t,108,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Clonshire River (IRE),K E Buckley,0,E & P Harty,1st,N/A,8,11-12t,110,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,I A Connect (IRE),Miss T Quail,7,Miss E McCutcheon,PU,N/A,10,11-13t,111,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Gustavo Goodway (IRE),T Power Roche,5,P J Rothwell,PU,N/A,7,10-6b,90,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,West Clare (IRE),P T Enright,0,B McMahon,F,N/A,8,10-12,96,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Ahead Of The Posse (IRE),K M Donoghue,0,G P Cromwell,4th,33 l,8,11-11tp,109,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,U Asking Me (IRE),S O'Callaghan,5,E Doyle,3rd,9 1/2 l,8,10-5t,89,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Garde La Peche (FR),D J O'Keeffe,0,H De Bromhead,2nd,1 1/2 l,7,11-10t,108,True,176,24
Limerick Racing Results | 22nd May 2025 18:38,N/A,18:38,Good (Good To Firm In Places),2m 3f 176y,Clonshire River (IRE),K E Buckley,0,E & P Harty,1st,N/A,8,11-12t,110,True,176,24
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,PU,N/A,8,11-12,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Born Bright (IRE),J Smith,5,C O'Connell,F,N/A,6,11-5p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,4th,Neck,6,11-5p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Cobra Queen (IRE),M P O'Connor,0,H De Bromhead,3rd,25 l,6,11-5,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Boston Rover (IRE),Sam Ewing,0,G Elliott,2nd,2 l,6,11-12,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Iceberg Theory (IRE),C Stone-Walsh,3,P Nolan,1st,N/A,6,11-12p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,PU,N/A,8,11-12,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Born Bright (IRE),J Smith,5,C O'Connell,F,N/A,6,11-5p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,4th,Neck,6,11-5p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Cobra Queen (IRE),M P O'Connor,0,H De Bromhead,3rd,25 l,6,11-5,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Boston Rover (IRE),Sam Ewing,0,G Elliott,2nd,2 l,6,11-12,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:08,N/A,19:08,Good (Good To Firm In Places),2m 6f 160y,Iceberg Theory (IRE),C Stone-Walsh,3,P Nolan,1st,N/A,6,11-12p,-,True,176,25
Limerick Racing Results | 22nd May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),2m 6f 160y,Person Of Interest (IRE),P Hanlon,7,J J Hanlon,PU,N/A,5,12-0tp,100,True,176,26
Limerick Racing Results | 22nd May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),2m 6f 160y,Nazine (IRE),C M Quirke,3,M J McDonagh,PU,N/A,8,11-5,91,True,176,26
Limerick Racing Results | 22nd May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),2m 6f 160y,Zolpharine (IRE),S F O'Keeffe,0,J P Ryan,PU,N/A,7,11-3,89,True,176,26
Limerick Racing Results | 22nd May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),2m 6f 160y,Island Mccoo (IRE),P K Donovan,3,D Collins,F,N/A,8,11-10,96,True,176,26
Limerick Racing Results | 22nd May 2025 19:38,N/A,19:38,Good (Good To Firm In Places),2m 6f 160y,Great Rainbow (FR),P T Enright,0,B McMahon,12th,28 l,7,10-10,82,True,176,26
