track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Johnny Clarke (IRE),R A Doyle,0,W J Burke,3rd,Neck,7,11-11,92,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Kate Ill Know (IRE),J P Shinnick,5,D Budds,2nd,1/2 l,11,11-5t,86,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Inthenickoftime (IRE),S D Torrens,0,E Bolger,1st,N/A,4,11-10h,94,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Annalough (IRE),A M King,7,M M McNiff,14th,45 l,4,11-1t,85,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Tommies Call (IRE),P T Smithers,7,J P Fahey,13th,2 1/4 l,5,11-9,90,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,12th,8 1/2 l,7,10-13v1,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Sunwalk,S Fitzgerald,0,S Neville,11th,9 l,6,10-13,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,I Dont Lie (IRE),J C Gainford,0,Mrs D Foster,10th,3/4 l,4,11-5h1,89,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Special Protector (IRE),H Morgan,0,E Doyle,9th,3/4 l,6,10-13tp,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,8th,1 l,5,11-10b,91,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Hesasmoothoperator (IRE),K E Buckley,0,T Gibney,7th,2 1/2 l,6,11-10,91,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Glenmalure Flyer (IRE),D J O'Keeffe,0,H De Bromhead,6th,2 3/4 l,6,11-13t,94,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Toon Town (IRE),P T Enright,0,Brendan Walsh,5th,1 1/4 l,7,11-11,92,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Mr Sundancer,P Hanlon,7,J J Hanlon,4th,1 3/4 l,6,12-5h,100,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Johnny Clarke (IRE),R A Doyle,0,W J Burke,3rd,Neck,7,11-11,92,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Kate Ill Know (IRE),J P Shinnick,5,D Budds,2nd,1/2 l,11,11-5t,86,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Inthenickoftime (IRE),S D Torrens,0,E Bolger,1st,N/A,4,11-10h,94,True,136,50
